node,scale,point5no,3no,avgsol,chainbreak
0,1.5,22,29,-226.84,0.05
0,1.45,31,36,-229.84,0.05
0,1.4,24,30,-230.0,0.0
0,1.3499999999999999,23,30,-231.4,0.0
0,1.2999999999999998,29,42,-232.92,0.0
0,1.2499999999999998,25,27,-232.04,0.0
0,1.1999999999999997,35,45,-234.82,0.0
0,1.1499999999999997,28,36,-233.78,0.0
0,1.0999999999999996,40,50,-236.7,0.05
0,1.0499999999999996,40,57,-237.78,0.0
0,0.9999999999999996,55,61,-239.4,0.0
0,0.9499999999999995,38,44,-237.52,0.05
0,0.8999999999999995,33,41,-236.22,0.05
0,0.8499999999999994,53,64,-239.72,0.0
0,0.7999999999999994,49,56,-237.96,0.0
0,0.7499999999999993,43,51,-238.46,0.1
0,0.6999999999999993,55,60,-239.58,0.2
0,0.6499999999999992,57,62,-239.98,0.5
0,0.5999999999999992,58,65,-239.38,0.7499999999999999
0,0.5499999999999992,57,62,-239.6,0.6
0,0.49999999999999917,61,65,-237.52,0.9000000000000001
0,0.4499999999999992,58,60,-234.22,0.9
0,0.3999999999999992,43,44,-230.4,1.4500000000000002
0,0.3499999999999992,15,15,-216.62,1.5000000000000002
0,0.2999999999999992,0,0,-199.18,2.95
0,0.24999999999999922,0,0,-181.06,2.8499999999999996
0,0.19999999999999923,0,0,-160.06,3.35
0,0.14999999999999925,0,0,-162.32,9.299999999999997
0,0.09999999999999924,0,0,-165.88,15.150000000000002
